throughput	time
69115.566	2019-08-27T03:25:55.000Z
82528.1	2019-08-27T03:26:25.000Z
120018.333	2019-08-27T03:26:55.000Z
116980.167	2019-08-27T03:27:25.000Z
91366.734	2019-08-27T03:27:55.000Z
104072.533	2019-08-27T03:28:25.000Z
108828.466	2019-08-27T03:28:55.000Z
103543.566	2019-08-27T03:29:25.000Z
89740.433	2019-08-27T03:29:55.000Z
84811.533	2019-08-27T03:30:25.000Z
78345.567	2019-08-27T03:30:55.000Z
74103.4	2019-08-27T03:31:25.000Z
81107.2	2019-08-27T03:31:55.000Z
79710.566	2019-08-27T03:32:25.000Z
71222.1	2019-08-27T03:32:55.000Z
73469	2019-08-27T03:33:25.000Z
72975.467	2019-08-27T03:33:55.000Z
92388.8	2019-08-27T03:34:25.000Z
157712.033	2019-08-27T03:34:55.000Z
97288.4	2019-08-27T03:35:25.000Z
84146.034	2019-08-27T03:35:55.000Z
64677.866	2019-08-27T03:36:25.000Z
67646.467	2019-08-27T03:36:55.000Z
100685.134	2019-08-27T03:37:25.000Z
82498.7	2019-08-27T03:37:55.000Z
100699.234	2019-08-27T03:38:25.000Z
65667.8	2019-08-27T03:38:55.000Z
61542.266	2019-08-27T03:39:25.000Z
60862.5	2019-08-27T03:39:55.000Z
72460.334	2019-08-27T03:40:25.000Z
57997.734	2019-08-27T03:40:55.000Z
64933.567	2019-08-27T03:41:25.000Z
48596.233	2019-08-27T03:41:55.000Z
61292.633	2019-08-27T03:42:25.000Z
61163.133	2019-08-27T03:42:55.000Z
64171.6	2019-08-27T03:43:25.000Z
62462.366	2019-08-27T03:43:55.000Z
70601.533	2019-08-27T03:44:25.000Z
80247.1	2019-08-27T03:44:55.000Z
75536.4	2019-08-27T03:45:25.000Z
76467.566	2019-08-27T03:45:55.000Z
66308.9	2019-08-27T03:46:25.000Z
74465.467	2019-08-27T03:46:55.000Z
69554.133	2019-08-27T03:47:25.000Z
69988.7	2019-08-27T03:47:55.000Z
59394.166	2019-08-27T03:48:25.000Z
67327.3	2019-08-27T03:48:55.000Z
60873.466	2019-08-27T03:49:25.000Z
78044	2019-08-27T03:49:55.000Z
64431	2019-08-27T03:50:25.000Z
64670.233	2019-08-27T03:50:55.000Z
63453.7	2019-08-27T03:51:25.000Z
66772.8	2019-08-27T03:51:55.000Z
74365.2	2019-08-27T03:52:25.000Z
63849.233	2019-08-27T03:52:55.000Z
60942.867	2019-08-27T03:53:25.000Z
66601.9	2019-08-27T03:53:55.000Z
58253.733	2019-08-27T03:54:25.000Z
80055.767	2019-08-27T03:54:55.000Z
74635.733	2019-08-27T03:55:25.000Z
74252.333	2019-08-27T03:55:55.000Z
84802.133	2019-08-27T03:56:25.000Z
64472.133	2019-08-27T03:56:55.000Z
65621.933	2019-08-27T03:57:25.000Z
74046.5	2019-08-27T03:57:55.000Z
82081.433	2019-08-27T03:58:25.000Z
77826.7	2019-08-27T03:58:55.000Z
75067.933	2019-08-27T03:59:25.000Z
64908.534	2019-08-27T03:59:55.000Z
61853.467	2019-08-27T04:00:25.000Z
68263.267	2019-08-27T04:00:55.000Z
63662.167	2019-08-27T04:01:25.000Z
61169.066	2019-08-27T04:01:55.000Z
67307	2019-08-27T04:02:25.000Z
66939.3	2019-08-27T04:02:55.000Z
68078.934	2019-08-27T04:03:25.000Z
66983.5	2019-08-27T04:03:55.000Z
77961.9	2019-08-27T04:04:25.000Z
87144.067	2019-08-27T04:04:55.000Z
85743.167	2019-08-27T04:05:25.000Z
93022.867	2019-08-27T04:05:55.000Z
80681.033	2019-08-27T04:06:25.000Z
76787.633	2019-08-27T04:06:55.000Z
73251.233	2019-08-27T04:07:25.000Z
95333.2	2019-08-27T04:07:55.000Z
80959.666	2019-08-27T04:08:25.000Z
71203.7	2019-08-27T04:08:55.000Z
73593.366	2019-08-27T04:09:25.000Z
70098.566	2019-08-27T04:09:55.000Z
67767.767	2019-08-27T04:10:25.000Z
68858.533	2019-08-27T04:10:55.000Z
60614.467	2019-08-27T04:11:25.000Z
57003.5	2019-08-27T04:11:55.000Z
61114.134	2019-08-27T04:12:25.000Z
53803.666	2019-08-27T04:12:55.000Z
43404.2	2019-08-27T04:13:25.000Z
77479.1	2019-08-27T04:13:55.000Z
62355.8	2019-08-27T04:14:25.000Z
66330.7	2019-08-27T04:14:55.000Z
70330.833	2019-08-27T04:15:25.000Z
80649.034	2019-08-27T04:15:55.000Z
84197.9	2019-08-27T04:16:25.000Z
64345.433	2019-08-27T04:16:55.000Z
68976.866	2019-08-27T04:17:25.000Z
66121.267	2019-08-27T04:17:55.000Z
67817.067	2019-08-27T04:18:25.000Z
64240.7	2019-08-27T04:18:55.000Z
61689.933	2019-08-27T04:19:25.000Z
72541.333	2019-08-27T04:19:55.000Z
85375.567	2019-08-27T04:20:25.000Z
101807.467	2019-08-27T04:20:55.000Z
78135.534	2019-08-27T04:21:25.000Z
62220.367	2019-08-27T04:21:55.000Z
70186.333	2019-08-27T04:22:25.000Z
69956.567	2019-08-27T04:22:55.000Z
76713.467	2019-08-27T04:23:25.000Z
83779.633	2019-08-27T04:23:55.000Z
70724.3	2019-08-27T04:24:25.000Z
69584.967	2019-08-27T04:24:55.000Z
71778.2	2019-08-27T04:25:25.000Z
62458.967	2019-08-27T04:25:55.000Z
69507.567	2019-08-27T04:26:25.000Z
73361.5	2019-08-27T04:26:55.000Z
70839.167	2019-08-27T04:27:25.000Z
71339.7	2019-08-27T04:27:55.000Z
64794.7	2019-08-27T04:28:25.000Z
61879.033	2019-08-27T04:28:55.000Z
66023.634	2019-08-27T04:29:25.000Z
61057.8	2019-08-27T04:29:55.000Z
71101.234	2019-08-27T04:30:25.000Z
67763.067	2019-08-27T04:30:55.000Z
66082.133	2019-08-27T04:31:25.000Z
61866	2019-08-27T04:31:55.000Z
65249.4	2019-08-27T04:32:25.000Z
58130.167	2019-08-27T04:32:55.000Z
65128.467	2019-08-27T04:33:25.000Z
60530.234	2019-08-27T04:33:55.000Z
73373.467	2019-08-27T04:34:25.000Z
59379.734	2019-08-27T04:34:55.000Z
60212.834	2019-08-27T04:35:25.000Z
59537.5	2019-08-27T04:35:55.000Z
57671.867	2019-08-27T04:36:25.000Z
70343.466	2019-08-27T04:36:55.000Z
64212.2	2019-08-27T04:37:25.000Z
69015.133	2019-08-27T04:37:55.000Z
68437.366	2019-08-27T04:38:25.000Z
56220.433	2019-08-27T04:38:55.000Z
64192.733	2019-08-27T04:39:25.000Z
74841.533	2019-08-27T04:39:55.000Z
71448.333	2019-08-27T04:40:25.000Z
67491.9	2019-08-27T04:40:55.000Z
63525.3	2019-08-27T04:41:25.000Z
58526.2	2019-08-27T04:41:55.000Z
71795.466	2019-08-27T04:42:25.000Z
60484.3	2019-08-27T04:42:55.000Z
66811.833	2019-08-27T04:43:25.000Z
60929.166	2019-08-27T04:43:55.000Z
69416.633	2019-08-27T04:44:25.000Z
77415	2019-08-27T04:44:55.000Z
65359.867	2019-08-27T04:45:25.000Z
65007.5	2019-08-27T04:45:55.000Z
69592.734	2019-08-27T04:46:25.000Z
78194.167	2019-08-27T04:46:55.000Z
77196.167	2019-08-27T04:47:25.000Z
68701.1	2019-08-27T04:47:55.000Z
70618.067	2019-08-27T04:48:25.000Z
62307.533	2019-08-27T04:48:55.000Z
75044.867	2019-08-27T04:49:25.000Z
62115.567	2019-08-27T04:49:55.000Z
65366.133	2019-08-27T04:50:25.000Z
72444.667	2019-08-27T04:50:55.000Z
88324.833	2019-08-27T04:51:25.000Z
82073.867	2019-08-27T04:51:55.000Z
80412.133	2019-08-27T04:52:25.000Z
79332.133	2019-08-27T04:52:55.000Z
73803	2019-08-27T04:53:25.000Z
69740.9	2019-08-27T04:53:55.000Z
69542.567	2019-08-27T04:54:25.000Z
81475.867	2019-08-27T04:54:55.000Z
76844.9	2019-08-27T04:55:25.000Z
65557.133	2019-08-27T04:55:55.000Z
69829.433	2019-08-27T04:56:25.000Z
72888.266	2019-08-27T04:56:55.000Z
70469.133	2019-08-27T04:57:25.000Z
86880.766	2019-08-27T04:57:55.000Z
21514.8	2019-08-27T04:58:25.000Z
21010.434	2019-08-27T04:58:55.000Z
6616.8	2019-08-27T04:59:25.000Z
7167.4	2019-08-27T04:59:55.000Z
2153.8	2019-08-27T05:00:25.000Z
8427.333	2019-08-27T05:00:55.000Z
1989.967	2019-08-27T05:01:25.000Z
12571.534	2019-08-27T05:01:55.000Z
984.366	2019-08-27T05:02:25.000Z
2630.6	2019-08-27T05:02:55.000Z
7628.834	2019-08-27T05:03:25.000Z
12947.533	2019-08-27T05:03:55.000Z
30633.966	2019-08-27T05:04:25.000Z
55022	2019-08-27T05:04:55.000Z
58461.3	2019-08-27T05:05:25.000Z
58125.133	2019-08-27T05:05:55.000Z
60304.6	2019-08-27T05:06:25.000Z
56057.867	2019-08-27T05:06:55.000Z
58021.734	2019-08-27T05:07:25.000Z
38321.034	2019-08-27T05:07:55.000Z
55.3	2019-08-27T05:08:25.000Z
2653	2019-08-27T05:08:55.000Z
1127.4	2019-08-27T05:09:25.000Z
2096.533	2019-08-27T05:09:55.000Z
613.2	2019-08-27T05:10:25.000Z
4617.466	2019-08-27T05:10:55.000Z
46.7	2019-08-27T05:11:25.000Z
2697.733	2019-08-27T05:11:55.000Z
699.6	2019-08-27T05:12:25.000Z
2183.7	2019-08-27T05:12:55.000Z
16487.467	2019-08-27T05:13:25.000Z
60946	2019-08-27T05:13:55.000Z
47721.567	2019-08-27T05:14:25.000Z
65830.566	2019-08-27T05:14:55.000Z
57516.667	2019-08-27T05:15:25.000Z
62341.933	2019-08-27T05:15:55.000Z
54501.167	2019-08-27T05:16:25.000Z
59092.534	2019-08-27T05:16:55.000Z
60053.2	2019-08-27T05:17:25.000Z
59240.966	2019-08-27T05:17:55.000Z
58845.633	2019-08-27T05:18:25.000Z
56248.866	2019-08-27T05:18:55.000Z
56172.5	2019-08-27T05:19:25.000Z
63505.9	2019-08-27T05:19:55.000Z
59154.234	2019-08-27T05:20:25.000Z
56872.567	2019-08-27T05:20:55.000Z
59073.6	2019-08-27T05:21:25.000Z
55169.267	2019-08-27T05:21:55.000Z
53335.534	2019-08-27T05:22:25.000Z
53440.467	2019-08-27T05:22:55.000Z
59479.634	2019-08-27T05:23:25.000Z
55839.3	2019-08-27T05:23:55.000Z
54954.767	2019-08-27T05:24:25.000Z
55893.4	2019-08-27T05:24:55.000Z
56484.767	2019-08-27T05:25:25.000Z
56794.333	2019-08-27T05:25:55.000Z
54413.4	2019-08-27T05:26:25.000Z
53559.5	2019-08-27T05:26:55.000Z
53380.5	2019-08-27T05:27:25.000Z
53393.366	2019-08-27T05:27:55.000Z
53037.4	2019-08-27T05:28:25.000Z
52945.266	2019-08-27T05:28:55.000Z
49871.034	2019-08-27T05:29:25.000Z
52489.733	2019-08-27T05:29:55.000Z
60131.133	2019-08-27T05:30:25.000Z
55433.7	2019-08-27T05:30:55.000Z
59927.1	2019-08-27T05:31:25.000Z
60398.333	2019-08-27T05:31:55.000Z
54296.033	2019-08-27T05:32:25.000Z
52070.734	2019-08-27T05:32:55.000Z
54304.334	2019-08-27T05:33:25.000Z
42257.233	2019-08-27T05:33:55.000Z
56563.3	2019-08-27T05:34:25.000Z
55695.667	2019-08-27T05:34:55.000Z
52250.966	2019-08-27T05:35:25.000Z
46298.6	2019-08-27T05:35:55.000Z
52087.634	2019-08-27T05:36:25.000Z
44328.767	2019-08-27T05:36:55.000Z
52302.4	2019-08-27T05:37:25.000Z
52421.8	2019-08-27T05:37:55.000Z
56948.234	2019-08-27T05:38:25.000Z
53384.767	2019-08-27T05:38:55.000Z
34448.867	2019-08-27T05:39:25.000Z
22593.9	2019-08-27T05:39:55.000Z
41990.767	2019-08-27T05:40:25.000Z
41397.934	2019-08-27T05:40:55.000Z
53673.133	2019-08-27T05:41:25.000Z
50641.9	2019-08-27T05:41:55.000Z
3191.5	2019-08-27T05:42:25.000Z
174	2019-08-27T05:42:55.000Z
21215.966	2019-08-27T05:43:25.000Z
385.634	2019-08-27T05:43:55.000Z
1749.634	2019-08-27T05:44:25.000Z
1946.133	2019-08-27T05:44:55.000Z
7744.7	2019-08-27T05:45:25.000Z
1011	2019-08-27T05:45:55.000Z
2137.6	2019-08-27T05:46:25.000Z
476.033	2019-08-27T05:46:55.000Z
1607.366	2019-08-27T05:47:25.000Z
240.9	2019-08-27T05:47:55.000Z
1796.9	2019-08-27T05:48:25.000Z
75.934	2019-08-27T05:48:55.000Z
2418.267	2019-08-27T05:49:25.000Z
100.2	2019-08-27T05:49:55.000Z
6946.3	2019-08-27T05:50:25.000Z
297.5	2019-08-27T05:50:55.000Z
5300.167	2019-08-27T05:51:25.000Z
189.3	2019-08-27T05:51:55.000Z
1740.067	2019-08-27T05:52:25.000Z
385.467	2019-08-27T05:52:55.000Z
1721.267	2019-08-27T05:53:25.000Z
1201.767	2019-08-27T05:53:55.000Z
4308.867	2019-08-27T05:54:25.000Z
2272.234	2019-08-27T05:54:55.000Z
3052.9	2019-08-27T05:55:25.000Z
1137.3	2019-08-27T05:55:55.000Z
1277.234	2019-08-27T05:56:25.000Z
894.866	2019-08-27T05:56:55.000Z
3286.967	2019-08-27T05:57:25.000Z
1799.667	2019-08-27T05:57:55.000Z
2821.033	2019-08-27T05:58:25.000Z
527.967	2019-08-27T05:58:55.000Z
2310.733	2019-08-27T05:59:25.000Z
180.066	2019-08-27T05:59:55.000Z
1763.934	2019-08-27T06:02:59.000Z
30.234	2019-08-27T06:03:29.000Z
27.167	2019-08-27T06:03:59.000Z
39.033	2019-08-27T06:04:29.000Z
33.567	2019-08-27T06:04:59.000Z
18.166	2019-08-27T06:05:29.000Z
30.034	2019-08-27T06:05:59.000Z
46.3	2019-08-27T06:06:29.000Z
30.1	2019-08-27T06:06:59.000Z
1525.5	2019-08-27T06:07:29.000Z
29.634	2019-08-27T06:07:59.000Z
1493.233	2019-08-27T06:08:29.000Z
29.634	2019-08-27T06:08:59.000Z
1714.567	2019-08-27T06:09:29.000Z
26.566	2019-08-27T06:09:59.000Z
9579.367	2019-08-27T06:10:29.000Z
13824.067	2019-08-27T06:10:59.000Z
2329.467	2019-08-27T06:11:29.000Z
404.767	2019-08-27T06:11:59.000Z
911.133	2019-08-27T06:12:29.000Z
753.133	2019-08-27T06:12:59.000Z
1263.833	2019-08-27T06:13:29.000Z
314.767	2019-08-27T06:13:59.000Z
1614.134	2019-08-27T06:14:29.000Z
772.733	2019-08-27T06:14:59.000Z
910.7	2019-08-27T06:15:29.000Z
6524.767	2019-08-27T06:15:59.000Z
868.733	2019-08-27T06:16:29.000Z
828.9	2019-08-27T06:16:59.000Z
492.3	2019-08-27T06:17:29.000Z
1055.433	2019-08-27T06:17:59.000Z
10911.466	2019-08-27T06:18:29.000Z
25947.934	2019-08-27T06:18:59.000Z
1198.5	2019-08-27T06:19:29.000Z
1595.034	2019-08-27T06:19:59.000Z
35842.4	2019-08-27T06:20:29.000Z
2368.467	2019-08-27T06:20:59.000Z
308.066	2019-08-27T06:21:29.000Z
1960.334	2019-08-27T06:21:59.000Z
32.3	2019-08-27T06:22:29.000Z
6994.334	2019-08-27T06:22:59.000Z
57.934	2019-08-27T06:23:29.000Z
1570.833	2019-08-27T06:23:59.000Z
879.634	2019-08-27T06:24:29.000Z
4582.067	2019-08-27T06:24:59.000Z
676.833	2019-08-27T06:25:29.000Z
2431.933	2019-08-27T06:25:59.000Z
656.667	2019-08-27T06:26:29.000Z
1767.167	2019-08-27T06:26:59.000Z
1503.2	2019-08-27T06:27:29.000Z
1942.634	2019-08-27T06:27:59.000Z
195.9	2019-08-27T06:28:29.000Z
1330.134	2019-08-27T06:28:59.000Z
490	2019-08-27T06:29:29.000Z
1582.167	2019-08-27T06:29:59.000Z
501.666	2019-08-27T06:30:29.000Z
20346.034	2019-08-27T06:30:59.000Z
53853.133	2019-08-27T06:31:29.000Z
55604.533	2019-08-27T06:31:59.000Z
38936.267	2019-08-27T06:32:29.000Z
2171.2	2019-08-27T06:32:59.000Z
2235	2019-08-27T06:33:29.000Z
1796.333	2019-08-27T06:33:59.000Z
1313.434	2019-08-27T06:34:29.000Z
2524.767	2019-08-27T06:34:59.000Z
2198.366	2019-08-27T06:35:29.000Z
3438.233	2019-08-27T06:35:59.000Z
310.9	2019-08-27T06:36:29.000Z
1723.666	2019-08-27T06:36:59.000Z
305.733	2019-08-27T06:37:29.000Z
1279.2	2019-08-27T06:37:59.000Z
456.034	2019-08-27T06:38:29.000Z
3309.7	2019-08-27T06:38:59.000Z
677.666	2019-08-27T06:39:29.000Z
2867.733	2019-08-27T06:39:59.000Z
733	2019-08-27T06:40:29.000Z
2884.733	2019-08-27T06:40:59.000Z
438.567	2019-08-27T06:41:29.000Z
1417.533	2019-08-27T06:41:59.000Z
601.867	2019-08-27T06:42:29.000Z
1949.3	2019-08-27T06:42:59.000Z
301.733	2019-08-27T06:43:29.000Z
1102.266	2019-08-27T06:43:59.000Z
1470.3	2019-08-27T06:44:29.000Z
3512.433	2019-08-27T06:44:59.000Z
527.667	2019-08-27T06:45:29.000Z
1330.866	2019-08-27T06:45:59.000Z
5660.367	2019-08-27T06:46:29.000Z
2051.767	2019-08-27T06:46:59.000Z
387.8	2019-08-27T06:47:29.000Z
1273.567	2019-08-27T06:47:59.000Z
1799.234	2019-08-27T06:48:29.000Z
815.467	2019-08-27T06:48:59.000Z
1393.033	2019-08-27T06:49:29.000Z
59508.966	2019-08-27T06:49:59.000Z
25521.467	2019-08-27T06:50:29.000Z
1442.5	2019-08-27T06:50:59.000Z
2332.9	2019-08-27T06:51:29.000Z
16975.967	2019-08-27T06:51:59.000Z
8090.866	2019-08-27T06:52:29.000Z
48533.033	2019-08-27T06:52:59.000Z
56817.266	2019-08-27T06:53:29.000Z
53900.633	2019-08-27T06:53:59.000Z
57306.7	2019-08-27T06:54:29.000Z
61752.567	2019-08-27T06:54:59.000Z
51316.067	2019-08-27T06:55:29.000Z
56383.633	2019-08-27T06:55:59.000Z
54743.966	2019-08-27T06:56:29.000Z
18432.833	2019-08-27T06:56:59.000Z
5655.5	2019-08-27T06:57:29.000Z
417.333	2019-08-27T06:57:59.000Z
1546.234	2019-08-27T06:58:29.000Z
76.767	2019-08-27T06:58:59.000Z
3115.467	2019-08-27T06:59:29.000Z
132.133	2019-08-27T06:59:59.000Z
8040.9	2019-08-27T07:00:29.000Z
793.3	2019-08-27T07:00:59.000Z
1935.267	2019-08-27T07:01:29.000Z
1733.567	2019-08-27T07:01:59.000Z
1576.767	2019-08-27T07:02:29.000Z
667.533	2019-08-27T07:02:59.000Z
1827.833	2019-08-27T07:03:29.000Z
165.4	2019-08-27T07:03:59.000Z
2343.667	2019-08-27T07:04:29.000Z
52.8	2019-08-27T07:04:59.000Z
1546.033	2019-08-27T07:05:29.000Z
38.666	2019-08-27T07:05:59.000Z
1526.067	2019-08-27T07:06:29.000Z
349.033	2019-08-27T07:06:59.000Z
1497.7	2019-08-27T07:07:29.000Z
35.233	2019-08-27T07:07:59.000Z
1973.767	2019-08-27T07:08:29.000Z
857.033	2019-08-27T07:08:59.000Z
1788.867	2019-08-27T07:09:29.000Z
801.233	2019-08-27T07:09:59.000Z
2659.933	2019-08-27T07:10:29.000Z
2784.633	2019-08-27T07:10:59.000Z
2655.634	2019-08-27T07:11:29.000Z
129.134	2019-08-27T07:11:59.000Z
3148.267	2019-08-27T07:12:29.000Z
267.034	2019-08-27T07:12:59.000Z
1750.233	2019-08-27T07:13:29.000Z
77.067	2019-08-27T07:13:59.000Z
3363.367	2019-08-27T07:14:29.000Z
220.2	2019-08-27T07:14:59.000Z
2364.2	2019-08-27T07:15:29.000Z
4921.667	2019-08-27T07:15:59.000Z
1678.767	2019-08-27T07:16:29.000Z
276.6	2019-08-27T07:16:59.000Z
3552.5	2019-08-27T07:17:29.000Z
411.733	2019-08-27T07:17:59.000Z
2966.466	2019-08-27T07:18:29.000Z
169.533	2019-08-27T07:18:59.000Z
2129.634	2019-08-27T07:19:29.000Z
143.1	2019-08-27T07:19:59.000Z
1366.333	2019-08-27T07:20:29.000Z
359.533	2019-08-27T07:20:59.000Z
2125.7	2019-08-27T07:21:29.000Z
356.2	2019-08-27T07:21:59.000Z
1994.334	2019-08-27T07:22:29.000Z
187.2	2019-08-27T07:22:59.000Z
2492.266	2019-08-27T07:23:29.000Z
7768.834	2019-08-27T07:23:59.000Z
18623.6	2019-08-27T07:24:29.000Z
6766.6	2019-08-27T07:24:59.000Z
7037.434	2019-08-27T07:25:29.000Z
2316.234	2019-08-27T07:25:59.000Z
2537.1	2019-08-27T07:26:29.000Z
20397.033	2019-08-27T07:26:59.000Z
8777.733	2019-08-27T07:27:29.000Z
34224.633	2019-08-27T07:27:59.000Z
2461.133	2019-08-27T07:28:29.000Z
6078.266	2019-08-27T07:28:59.000Z
1104.533	2019-08-27T07:29:29.000Z
797.166	2019-08-27T07:29:59.000Z
1301.034	2019-08-27T07:30:29.000Z
6620.733	2019-08-27T07:30:59.000Z
399.567	2019-08-27T07:31:29.000Z
1703.7	2019-08-27T07:31:59.000Z
423.1	2019-08-27T07:32:29.000Z
1361.2	2019-08-27T07:32:59.000Z
1475.5	2019-08-27T07:33:29.000Z
1690.7	2019-08-27T07:33:59.000Z
931.367	2019-08-27T07:34:29.000Z
5316.567	2019-08-27T07:34:59.000Z
4094.266	2019-08-27T07:35:29.000Z
1535.934	2019-08-27T07:35:59.000Z
151.7	2019-08-27T07:36:29.000Z
1512.434	2019-08-27T07:36:59.000Z
395.633	2019-08-27T07:37:29.000Z
2239.5	2019-08-27T07:37:59.000Z
336.366	2019-08-27T07:38:29.000Z
1593.1	2019-08-27T07:38:59.000Z
1614.367	2019-08-27T07:39:29.000Z
1560.133	2019-08-27T07:39:59.000Z
1136.367	2019-08-27T07:40:29.000Z
3137.967	2019-08-27T07:40:59.000Z
123.867	2019-08-27T07:41:29.000Z
1559.2	2019-08-27T07:41:59.000Z
366.466	2019-08-27T07:42:29.000Z
1810.033	2019-08-27T07:42:59.000Z
30.366	2019-08-27T07:43:29.000Z
1572.467	2019-08-27T07:43:59.000Z
731.234	2019-08-27T07:44:29.000Z
1857.267	2019-08-27T07:44:59.000Z
448.8	2019-08-27T07:45:29.000Z
7032.5	2019-08-27T07:45:59.000Z
78.666	2019-08-27T07:46:29.000Z
1595.5	2019-08-27T07:46:59.000Z
67.833	2019-08-27T07:47:29.000Z
1563	2019-08-27T07:47:59.000Z
103.9	2019-08-27T07:48:29.000Z
1921.5	2019-08-27T07:48:59.000Z
1164.4	2019-08-27T07:49:29.000Z
3414.4	2019-08-27T07:49:59.000Z
124.334	2019-08-27T07:50:29.000Z
1536.734	2019-08-27T07:50:59.000Z
318.866	2019-08-27T07:51:29.000Z
1605.167	2019-08-27T07:51:59.000Z
563	2019-08-27T07:52:29.000Z
1409.833	2019-08-27T07:52:59.000Z
448.767	2019-08-27T07:53:29.000Z
1293.033	2019-08-27T07:53:59.000Z
979.734	2019-08-27T07:54:29.000Z
1538.333	2019-08-27T07:54:59.000Z
39.234	2019-08-27T07:55:29.000Z
2137.366	2019-08-27T07:55:59.000Z
63.967	2019-08-27T07:56:29.000Z
1770.8	2019-08-27T07:56:59.000Z
204.8	2019-08-27T07:57:29.000Z
1604.1	2019-08-27T07:57:59.000Z
298.733	2019-08-27T07:58:29.000Z
1620.9	2019-08-27T07:58:59.000Z
592.8	2019-08-27T07:59:29.000Z
1289.666	2019-08-27T07:59:59.000Z
3575.734	2019-08-27T08:00:29.000Z
1446.9	2019-08-27T08:00:59.000Z
5867.433	2019-08-27T08:01:29.000Z
1307.833	2019-08-27T08:01:59.000Z
270.733	2019-08-27T08:02:29.000Z
1400.7	2019-08-27T08:02:59.000Z
391	2019-08-27T08:03:29.000Z
1438.267	2019-08-27T08:03:59.000Z
1637.534	2019-08-27T08:04:29.000Z
1035.067	2019-08-27T08:04:59.000Z
506	2019-08-27T08:05:29.000Z
1127.633	2019-08-27T08:05:59.000Z
1306.233	2019-08-27T08:06:29.000Z
1039.234	2019-08-27T08:06:59.000Z
754.667	2019-08-27T08:07:29.000Z
736.4	2019-08-27T08:07:59.000Z
818.5	2019-08-27T08:08:29.000Z
957.166	2019-08-27T08:08:59.000Z
1037.7	2019-08-27T08:09:29.000Z
122.066	2019-08-27T08:09:59.000Z
2120.833	2019-08-27T08:10:29.000Z
2051.9	2019-08-27T08:10:59.000Z
4514.833	2019-08-27T08:11:29.000Z
119.667	2019-08-27T08:11:59.000Z
1613.433	2019-08-27T08:12:29.000Z
354.733	2019-08-27T08:12:59.000Z
1501.6	2019-08-27T08:13:29.000Z
26.566	2019-08-27T08:13:59.000Z
2187.5	2019-08-27T08:14:29.000Z
341.734	2019-08-27T08:14:59.000Z
7420.2	2019-08-27T08:15:29.000Z
26672.467	2019-08-27T08:15:59.000Z
24518.2	2019-08-27T08:16:29.000Z
55.2	2019-08-27T08:16:59.000Z
2126.834	2019-08-27T08:17:29.000Z
35.267	2019-08-27T08:17:59.000Z
1509.034	2019-08-27T08:18:29.000Z
13773.1	2019-08-27T08:18:59.000Z
5215.533	2019-08-27T08:19:29.000Z
3451.2	2019-08-27T08:19:59.000Z
1879.166	2019-08-27T08:20:29.000Z
148.934	2019-08-27T08:20:59.000Z
2375.766	2019-08-27T08:21:29.000Z
52.134	2019-08-27T08:21:59.000Z
1622.734	2019-08-27T08:22:29.000Z
59.9	2019-08-27T08:22:59.000Z
1530.1	2019-08-27T08:23:29.000Z
346.466	2019-08-27T08:23:59.000Z
2259.466	2019-08-27T08:24:29.000Z
271.534	2019-08-27T08:24:59.000Z
1997.167	2019-08-27T08:25:29.000Z
1152	2019-08-27T08:25:59.000Z
1879.967	2019-08-27T08:26:29.000Z
365.9	2019-08-27T08:26:59.000Z
2147.966	2019-08-27T08:27:29.000Z
470.9	2019-08-27T08:27:59.000Z
1505.567	2019-08-27T08:28:29.000Z
270.034	2019-08-27T08:28:59.000Z
1509.233	2019-08-27T08:29:29.000Z
273.466	2019-08-27T08:29:59.000Z
7594.266	2019-08-27T08:30:29.000Z
4014.166	2019-08-27T08:30:59.000Z
1965.6	2019-08-27T08:31:29.000Z
1117.633	2019-08-27T08:31:59.000Z
2114.567	2019-08-27T08:32:29.000Z
34.666	2019-08-27T08:32:59.000Z
1606.3	2019-08-27T08:33:29.000Z
316.6	2019-08-27T08:33:59.000Z
2132.966	2019-08-27T08:34:29.000Z
540.667	2019-08-27T08:34:59.000Z
1299.767	2019-08-27T08:35:29.000Z
317.133	2019-08-27T08:35:59.000Z
1576.133	2019-08-27T08:36:29.000Z
242.2	2019-08-27T08:36:59.000Z
1290.366	2019-08-27T08:37:29.000Z
34793.3	2019-08-27T08:37:59.000Z
32390.534	2019-08-27T08:38:29.000Z
373.833	2019-08-27T08:38:59.000Z
1720	2019-08-27T08:39:29.000Z
384.234	2019-08-27T08:39:59.000Z
2086.766	2019-08-27T08:40:29.000Z
2439.7	2019-08-27T08:40:59.000Z
1331.066	2019-08-27T08:41:29.000Z
505.667	2019-08-27T08:41:59.000Z
3676.767	2019-08-27T08:42:29.000Z
714.2	2019-08-27T08:42:59.000Z
1393.5	2019-08-27T08:43:29.000Z
546.567	2019-08-27T08:43:59.000Z
1664.933	2019-08-27T08:44:29.000Z
616.5	2019-08-27T08:44:59.000Z
1025.867	2019-08-27T08:45:29.000Z
6711.3	2019-08-27T08:45:59.000Z
1186.467	2019-08-27T08:46:29.000Z
1327.633	2019-08-27T08:46:59.000Z
1172.966	2019-08-27T08:47:29.000Z
52296.333	2019-08-27T08:47:59.000Z
620.366	2019-08-27T08:48:29.000Z
3230.9	2019-08-27T08:48:59.000Z
330.7	2019-08-27T08:49:29.000Z
1547.6	2019-08-27T08:49:59.000Z
